,genes_0,genes_1,x,y,cluster
172231,20972.967,20910.135,20066.0,9172.0,38.0
172233,21286.55,20418.182,20068.0,9299.0,725.0
172239,20178.56,22170.855,20073.0,9190.0,110.0
172247,20950.512,20982.006,20083.0,8730.0,44.0
172253,22527.99,20112.854,20078.0,9093.0,120.0
172259,19908.111,22628.352,20071.0,8653.0,27.0
172264,21989.084,20521.19,20080.0,8779.0,95.0
172276,20245.223,21836.941,20076.0,9127.0,57.0
172299,20371.38,21819.945,20075.0,8836.0,110.0
172300,21499.021,20672.2,20082.0,8908.0,48.0
172301,21455.97,20322.613,20093.0,8963.0,58.0
172302,20902.967,20874.242,20081.0,9238.0,38.0
172303,22630.633,20159.727,20065.0,9368.0,120.0
172309,20588.262,21416.52,20079.0,9156.0,725.0
172318,21048.93,20838.691,20077.0,9572.0,725.0
172326,20104.018,22193.986,20083.0,9845.0,118.0
172336,21748.514,20398.656,20081.0,8673.0,59.0
172341,21515.764,20122.445,20080.0,9405.0,47.0
172342,22077.076,20187.941,20089.0,9491.0,121.0
172349,20730.193,21268.312,20086.0,9268.0,725.0
172363,20373.908,21678.393,20087.0,9512.0,725.0
172369,20741.68,22239.232,20092.0,8704.0,60.0
172370,21773.635,20198.39,20087.0,9531.0,725.0
172383,22557.074,20079.395,20084.0,9018.0,120.0
172384,20365.3,21660.94,20092.0,9327.0,725.0
172385,22439.432,20133.752,20084.0,9451.0,61.0
172392,21418.51,20450.494,20093.0,9643.0,725.0
172399,20548.72,21417.547,20100.0,8854.0,725.0
172418,20839.477,21071.293,20098.0,8810.0,725.0
172419,21825.781,20133.09,20082.0,9348.0,725.0
172433,21044.602,20960.209,20097.0,9590.0,2.0
172439,22050.879,20261.578,20105.0,8911.0,62.0
172440,21257.191,20608.686,20097.0,9060.0,725.0
172441,20196.242,22062.572,20099.0,9252.0,110.0
172449,20695.19,22259.705,20100.0,8681.0,60.0
172460,21996.957,20139.432,20098.0,9165.0,121.0
172461,20588.12,21473.742,20104.0,9617.0,725.0
172467,20077.656,22345.8,20106.0,8634.0,51.0
172468,21289.693,20556.4,20099.0,9223.0,725.0
172483,20553.953,21443.502,20104.0,9394.0,725.0
172490,20262.795,21989.408,20104.0,8727.0,110.0
172502,20729.543,21139.219,20108.0,9037.0,725.0
172506,21444.467,20396.803,20100.0,9306.0,725.0
172517,20271.234,22008.031,20112.0,8876.0,110.0
172518,20824.213,21162.73,20119.0,9102.0,63.0
172519,21140.516,20856.898,20104.0,9283.0,725.0
172520,20155.445,22019.314,20112.0,9508.0,237.0
172523,19969.26,22535.465,20112.0,8608.0,3.0
172531,21306.45,20486.22,20119.0,9531.0,725.0
172532,20804.05,20956.086,20108.0,9635.0,725.0
172537,20306.002,21752.65,20118.0,9876.0,34.0
172546,20614.99,21264.318,20118.0,8751.0,725.0
172551,21593.404,20120.514,20113.0,9124.0,47.0
172555,20503.992,21497.762,20119.0,9244.0,725.0
172561,20130.045,22165.064,20115.0,8819.0,110.0
172562,20675.809,21242.451,20114.0,9335.0,725.0
172563,22081.068,20216.852,20118.0,9569.0,121.0
172573,21832.438,20175.596,20118.0,9426.0,725.0
172574,20732.73,20996.977,20124.0,9457.0,64.0
172575,21221.674,20796.29,20120.0,9602.0,65.0
172584,20960.17,22349.344,20119.0,8683.0,70.0
172585,21183.635,20506.365,20132.0,8951.0,725.0
172586,20853.031,20993.361,20125.0,8984.0,725.0
172593,20705.758,21133.582,20116.0,9002.0,725.0
172594,20361.207,21669.666,20116.0,9986.0,66.0
172608,20268.582,21929.443,20122.0,9142.0,110.0
172617,21282.168,20686.266,20122.0,9077.0,725.0
172618,20455.2,21575.557,20125.0,9472.0,725.0
172627,20371.746,21643.127,20121.0,8796.0,110.0
172633,20584.92,21559.76,20122.0,9354.0,725.0
172634,21819.389,20173.83,20135.0,9893.0,725.0
172643,21876.016,20196.332,20130.0,9673.0,725.0
172668,22064.219,20161.684,20140.0,9012.0,121.0
172669,22269.814,20022.02,20141.0,9622.0,67.0
172675,20007.727,22438.59,20132.0,8738.0,3.0
172684,21138.625,20887.535,20131.0,9264.0,725.0
172694,21961.264,20116.979,20118.0,9191.0,121.0
172695,21272.945,20473.324,20127.0,9398.0,725.0
172703,20402.469,21599.525,20139.0,8926.0,110.0
172708,20998.664,22206.498,20132.0,8710.0,70.0
172709,20146.094,22112.336,20137.0,8832.0,110.0
172710,20245.842,21949.94,20136.0,9090.0,110.0
172711,20219.77,21985.143,20134.0,9561.0,237.0
172728,20601.758,21381.324,20139.0,9037.0,725.0
172738,21688.365,20457.598,20138.0,9155.0,29.0
172739,20867.984,21033.625,20145.0,9217.0,725.0
172740,20590.639,21524.53,20138.0,9287.0,725.0
172741,20769.596,21056.816,20128.0,9315.0,725.0
172742,20297.959,21824.08,20138.0,9442.0,237.0
172747,21547.64,20311.877,20144.0,8607.0,68.0
172748,20575.45,21381.867,20145.0,9058.0,725.0
172753,20658.57,21255.322,20139.0,8866.0,725.0
172754,21682.498,20302.65,20141.0,9494.0,725.0
172763,20592.012,21479.45,20145.0,8658.0,725.0
172764,20450.693,21557.234,20138.0,9342.0,725.0
172784,21000.324,20894.137,20139.0,8635.0,105.0
172785,21285.982,20630.498,20131.0,9375.0,725.0
172803,21120.854,20599.035,20152.0,8976.0,725.0
172804,20718.865,21211.152,20149.0,9510.0,725.0
172812,20606.053,21436.668,20146.0,9180.0,725.0
172817,21126.541,20638.76,20158.0,8905.0,725.0
172818,21110.693,20808.66,20142.0,9244.0,725.0
172819,20828.307,20990.555,20145.0,9533.0,725.0
172820,20912.305,22133.582,20147.0,9831.0,69.0
172830,21009.193,22281.79,20130.0,8668.0,70.0
172831,20668.943,21242.074,20156.0,8777.0,725.0
172837,21368.215,20565.494,20149.0,9584.0,725.0
172843,20551.55,21406.25,20151.0,9198.0,725.0
172844,21136.428,20838.117,20153.0,9655.0,725.0
172850,20265.713,21969.322,20151.0,9463.0,237.0
172859,20204.773,21924.406,20157.0,8950.0,110.0
172860,21171.133,20891.633,20147.0,9119.0,725.0
172861,20786.857,21120.92,20162.0,9558.0,725.0
172868,21228.482,20427.12,20154.0,9304.0,725.0
172874,21194.512,20726.984,20157.0,9075.0,725.0
172881,21935.254,20200.082,20152.0,8751.0,71.0
172887,20691.777,21186.273,20157.0,8832.0,725.0
172888,21175.379,20703.102,20157.0,9429.0,725.0
172894,20769.61,21147.87,20162.0,8561.0,72.0
172895,21297.928,20655.83,20156.0,9034.0,725.0
172902,20149.062,22103.912,20160.0,9055.0,110.0
172903,20584.965,21473.451,20157.0,9096.0,725.0
172904,21011.73,20779.203,20163.0,9896.0,725.0
172911,20875.932,20932.621,20156.0,9670.0,725.0
172918,20625.297,21486.504,20167.0,8630.0,725.0
172919,21519.236,20173.63,20165.0,9633.0,725.0
172920,20222.045,22093.283,20163.0,9809.0,73.0
172925,21003.18,20866.225,20163.0,9693.0,725.0
172927,20508.309,21445.477,20170.0,8933.0,725.0
172928,22007.475,20537.473,20178.0,9128.0,95.0
172939,20460.63,21477.215,20167.0,8858.0,725.0
172940,20393.1,21672.68,20166.0,9613.0,725.0
172948,20115.875,22265.934,20167.0,8671.0,110.0
172949,21393.111,20718.023,20165.0,9737.0,74.0
172950,20306.107,21889.824,20165.0,9828.0,237.0
172955,21147.178,20696.594,20168.0,8808.0,725.0
172963,21144.328,20768.256,20171.0,8656.0,75.0
172968,22676.121,20173.305,20165.0,9380.0,120.0
172969,21007.865,20807.225,20169.0,9714.0,725.0
172975,21148.445,20569.955,20169.0,9015.0,725.0
172976,20988.693,20895.271,20164.0,9225.0,38.0
172983,20244.871,21992.152,20168.0,8880.0,110.0
172987,21915.453,20233.814,20177.0,8684.0,71.0
172988,20453.158,21493.887,20174.0,9507.0,725.0
172996,20855.232,21860.572,20173.0,9155.0,76.0
172997,21648.438,20206.871,20177.0,9473.0,725.0
173023,20179.322,22297.375,20175.0,8613.0,110.0
173024,21246.893,20682.97,20184.0,9450.0,725.0
173025,21294.254,20575.773,20173.0,9537.0,725.0
173030,21917.576,20105.975,20207.0,9668.0,725.0
173037,21930.19,20146.586,20175.0,8975.0,121.0
173038,20887.703,21042.748,20174.0,9251.0,725.0
173039,20443.865,21643.307,20177.0,9572.0,725.0
173045,20045.133,22391.91,20179.0,8552.0,51.0
173046,22012.064,20141.086,20170.0,9272.0,121.0
173047,21538.752,20111.535,20171.0,9331.0,47.0
173055,21111.416,20678.498,20177.0,9178.0,725.0
173070,20827.932,21092.566,20176.0,9309.0,725.0
173071,20901.4,20875.15,20183.0,9684.0,725.0
173079,20118.588,22266.174,20182.0,8788.0,110.0
173080,21277.404,20553.426,20187.0,8912.0,725.0
173086,19984.055,22511.072,20184.0,8831.0,3.0
173087,21110.328,20643.518,20181.0,9043.0,725.0
173088,21011.48,20919.115,20188.0,9087.0,38.0
173097,21175.195,20698.08,20183.0,9104.0,725.0
173098,21029.764,20778.848,20189.0,9350.0,77.0
173104,22312.336,20159.19,20180.0,8725.0,109.0
173105,20568.158,21507.742,20187.0,9756.0,725.0
173113,20870.025,22101.277,20193.0,8638.0,78.0
173131,21448.514,20468.543,20200.0,8956.0,79.0
173140,20293.629,21983.125,20195.0,8886.0,110.0
173141,20917.01,21069.154,20202.0,8997.0,80.0
173142,20774.262,21075.855,20187.0,9616.0,725.0
173160,20167.355,22148.496,20196.0,8971.0,110.0
173161,22025.95,20161.066,20192.0,9199.0,121.0
173162,20435.992,21476.635,20194.0,9654.0,725.0
173172,20373.596,21640.234,20195.0,8703.0,110.0
173182,20718.627,22246.414,20192.0,9392.0,81.0
173183,20656.387,21207.742,20203.0,9639.0,725.0
173184,21224.646,20597.143,20195.0,9703.0,82.0
173193,21370.889,20471.479,20197.0,9500.0,725.0
173200,20848.396,21038.602,20207.0,8785.0,725.0
173201,20126.512,22233.902,20186.0,9980.0,118.0
173208,20488.395,21605.855,20202.0,8669.0,110.0
173209,21785.566,20191.451,20215.0,9073.0,725.0
173210,20699.287,21230.246,20203.0,9278.0,725.0
173215,19992.846,22497.697,20204.0,8506.0,3.0
173216,21730.33,20111.094,20209.0,9292.0,725.0
173221,21113.645,20671.564,20193.0,9525.0,725.0
173227,20657.473,21316.773,20210.0,9451.0,725.0
173238,20488.852,21371.781,20211.0,8836.0,83.0
173244,21267.797,20523.734,20198.0,8813.0,725.0
173245,21747.707,20189.803,20210.0,9248.0,725.0
173246,20448.46,21634.408,20203.0,9365.0,725.0
173252,20613.602,21299.82,20207.0,8908.0,725.0
173258,21439.684,20474.908,20205.0,8557.0,84.0
173259,21716.35,20317.89,20200.0,9330.0,725.0
173268,20927.223,20823.889,20192.0,8867.0,85.0
173269,21567.953,20358.492,20209.0,9044.0,86.0
173270,21248.738,20434.914,20209.0,9175.0,725.0
173271,22059.648,20137.41,20193.0,9230.0,121.0
173272,21606.469,20445.344,20208.0,9422.0,11.0
173273,20787.268,21045.564,20212.0,9620.0,725.0
173274,21562.99,20236.064,20206.0,9743.0,725.0
173284,20659.45,21180.371,20211.0,9215.0,725.0
173292,21168.686,20755.148,20215.0,8585.0,75.0
173293,20489.896,21536.465,20211.0,9106.0,725.0
173294,22607.16,20120.312,20198.0,9587.0,120.0
173301,22534.06,20323.797,20232.0,8616.0,87.0
173315,20580.125,21951.281,20216.0,8931.0,88.0
173316,20849.709,20914.678,20224.0,9652.0,725.0
173320,20569.156,21359.049,20217.0,8975.0,725.0
173337,20557.53,21368.555,20220.0,8660.0,725.0
173343,20278.18,21846.014,20220.0,8508.0,110.0
173344,20031.58,22432.36,20217.0,9522.0,89.0
173348,20165.525,22010.443,20225.0,8739.0,110.0
173349,21516.467,20228.635,20222.0,9703.0,725.0
173358,21219.41,20413.145,20231.0,9274.0,725.0
173359,21120.791,20704.074,20220.0,9506.0,725.0
173374,21063.273,20848.717,20230.0,8778.0,105.0
173375,20164.918,22016.969,20233.0,8888.0,110.0
173376,21667.66,20142.744,20213.0,9475.0,725.0
173391,20319.553,21677.475,20220.0,8801.0,110.0
173392,20640.092,21241.58,20224.0,8866.0,725.0
173393,20952.975,20899.928,20222.0,9376.0,38.0
173400,21842.67,20050.852,20217.0,8695.0,90.0
173401,20103.123,22284.348,20230.0,8846.0,110.0
173402,20434.738,21565.998,20233.0,8904.0,110.0
173403,21173.09,20592.275,20222.0,9411.0,725.0
173406,21150.223,20625.938,20230.0,9202.0,725.0
173407,21748.076,20221.059,20230.0,9302.0,725.0
173415,21988.557,20436.95,20233.0,8569.0,91.0
173416,20157.008,22097.855,20232.0,8676.0,110.0
173417,20817.498,21002.621,20229.0,9224.0,725.0
173423,21608.307,20083.42,20225.0,9344.0,47.0
173428,20259.643,22060.791,20236.0,8813.0,110.0
173430,20348.227,21833.916,20235.0,9544.0,237.0
173446,21084.162,20807.004,20235.0,9611.0,725.0
173454,22171.617,20108.326,20225.0,9011.0,92.0
173455,22571.412,20102.684,20235.0,9043.0,120.0
173456,20626.85,21332.414,20235.0,9449.0,725.0
173459,20549.791,21412.271,20235.0,9689.0,725.0
173460,21790.434,20171.94,20236.0,9737.0,725.0
173478,20085.234,22276.748,20240.0,8661.0,110.0
173479,21088.559,20713.082,20239.0,9178.0,725.0
173480,22513.996,20110.566,20247.0,9251.0,120.0
173481,20487.31,21473.176,20236.0,9630.0,725.0
173503,20061.213,22359.215,20250.0,8481.0,51.0
173517,22264.646,20094.041,20232.0,9098.0,109.0
173518,21096.998,20736.963,20248.0,9475.0,725.0
173525,20890.174,21255.344,20247.0,9774.0,93.0
173528,20884.857,21106.479,20247.0,8640.0,94.0
173535,20561.43,21449.205,20245.0,8842.0,725.0
173536,22004.02,20538.229,20237.0,8945.0,95.0
173537,21138.555,20794.174,20253.0,9555.0,725.0
173538,20314.03,21917.643,20247.0,9661.0,237.0
173547,20437.744,21588.77,20248.0,8713.0,110.0
173548,20906.234,20865.744,20247.0,9193.0,38.0
173549,21143.781,20637.285,20245.0,9218.0,725.0
173550,22554.838,20091.973,20251.0,9317.0,120.0
173553,20649.516,21265.766,20252.0,9410.0,725.0
173561,20449.6,21610.76,20248.0,8684.0,110.0
173562,21642.754,20168.9,20262.0,9510.0,725.0
173563,21714.05,20250.234,20231.0,9572.0,725.0
173569,21740.148,20082.334,20247.0,8969.0,96.0
173570,21165.146,20707.383,20247.0,9082.0,725.0
173578,20939.836,20906.842,20256.0,8761.0,105.0
173579,21472.354,20381.799,20253.0,9286.0,725.0
173581,20437.924,21573.686,20250.0,9597.0,725.0
173595,20651.35,21289.156,20253.0,8736.0,725.0
173596,20779.867,21032.166,20254.0,8872.0,725.0
173597,22693.082,20156.541,20230.0,9142.0,120.0
173606,22032.26,20150.39,20251.0,9440.0,121.0
173607,22168.447,20136.838,20262.0,9719.0,97.0
173609,22334.182,20134.748,20283.0,8542.0,109.0
173617,21154.104,20576.934,20250.0,8549.0,725.0
173622,21688.486,20171.498,20261.0,8471.0,98.0
173623,22531.943,20086.812,20245.0,9387.0,120.0
173627,22010.047,20175.816,20266.0,8918.0,121.0
173638,20347.088,21788.547,20261.0,8816.0,110.0
173639,20144.791,22075.578,20263.0,9623.0,99.0
173652,20448.062,21650.844,20265.0,8647.0,110.0
173653,20288.838,21930.414,20263.0,9533.0,237.0
173661,21184.424,20567.533,20269.0,8497.0,725.0
173662,21159.486,20686.523,20280.0,8855.0,725.0
173669,20615.24,21335.588,20263.0,8667.0,725.0
173670,20258.197,21950.463,20269.0,8940.0,110.0
173671,22084.072,20119.074,20271.0,9495.0,121.0
173685,20515.748,21477.217,20270.0,8578.0,725.0
173686,20723.06,21080.158,20272.0,9578.0,725.0
173692,21195.484,20531.764,20273.0,8421.0,725.0
173693,20357.773,21721.969,20275.0,8739.0,110.0
173694,20961.314,20863.299,20266.0,9647.0,725.0
173714,20682.51,22260.11,20272.0,8629.0,60.0
173715,21616.518,20169.912,20274.0,9746.0,725.0
173717,21318.734,20435.934,20273.0,8704.0,725.0
173718,22031.742,20190.6,20272.0,8787.0,121.0
173725,21171.037,20637.992,20274.0,8453.0,725.0
173726,20983.84,21898.99,20281.0,8603.0,100.0
173727,20676.928,21259.861,20275.0,9467.0,725.0
173733,20574.404,21418.96,20275.0,9405.0,725.0
173739,20906.816,20910.518,20280.0,9685.0,725.0
173743,21200.465,20465.475,20284.0,8808.0,725.0
173757,21514.408,20413.781,20276.0,9671.0,725.0
173765,21443.57,20418.396,20285.0,9420.0,725.0
173766,20583.104,21396.578,20284.0,9528.0,725.0
173781,22294.219,20070.73,20286.0,8953.0,109.0
173782,22691.977,20151.22,20273.0,8996.0,120.0
173789,22097.066,20153.764,20279.0,9444.0,121.0
173792,20325.385,21861.133,20286.0,8840.0,110.0
173800,20325.236,21761.117,20291.0,8692.0,110.0
173803,20515.455,21455.68,20293.0,8668.0,725.0
173804,22641.52,20149.834,20295.0,9719.0,120.0
173810,22020.14,20211.775,20308.0,8648.0,121.0
173811,21185.656,20620.943,20283.0,8902.0,725.0
173812,21610.316,20252.3,20294.0,9594.0,725.0
173813,21002.293,20778.084,20287.0,9770.0,725.0
173827,20819.65,21085.762,20288.0,9637.0,725.0
173828,20729.361,21150.994,20294.0,9797.0,725.0
173833,20553.188,21422.98,20293.0,9474.0,725.0
173842,21002.252,20778.488,20282.0,8523.0,105.0
173853,21076.691,20789.209,20299.0,8506.0,105.0
173854,21117.334,20599.318,20311.0,8708.0,725.0
173864,21286.373,20354.588,20310.0,8630.0,101.0
173871,22252.414,20070.87,20294.0,8434.0,102.0
173872,22030.082,20110.768,20302.0,8459.0,103.0
173881,20872.896,21027.076,20299.0,8486.0,104.0
173882,21135.432,20663.346,20296.0,9746.0,725.0
173887,20659.693,21278.51,20310.0,8825.0,725.0
173900,20984.242,20844.688,20301.0,8587.0,105.0
173901,21416.924,20415.363,20294.0,9569.0,725.0
173908,20360.596,21759.96,20304.0,9683.0,57.0
173919,20949.35,20888.807,20311.0,8566.0,105.0
173920,21088.014,20798.393,20311.0,8788.0,105.0
173921,20616.598,22077.926,20307.0,9818.0,106.0
173926,20275.557,22091.857,20309.0,8602.0,110.0
173927,21061.139,20793.377,20303.0,8749.0,105.0
173928,21199.504,20745.95,20309.0,9614.0,725.0
173933,20717.281,21150.889,20310.0,9475.0,725.0
173944,20761.455,21137.512,20307.0,9699.0,725.0
173952,21296.635,20542.217,20317.0,8534.0,725.0
173953,20517.021,21588.027,20314.0,8674.0,110.0
173954,20251.992,21997.43,20311.0,9781.0,237.0
173956,20642.91,21292.455,20321.0,9635.0,725.0
173968,20638.756,21295.418,20318.0,8767.0,725.0
173976,22186.63,20167.832,20296.0,8882.0,92.0
173979,22651.428,20143.42,20315.0,8915.0,120.0
173980,21021.3,20756.877,20316.0,9662.0,725.0
173987,21296.064,20453.877,20306.0,8731.0,725.0
173992,20917.572,20889.234,20323.0,9756.0,725.0
174002,21230.92,20486.637,20333.0,9687.0,725.0
174022,20211.521,22132.303,20327.0,8748.0,110.0
174023,22610.48,20127.781,20325.0,9520.0,120.0
174037,21153.39,20611.773,20327.0,8472.0,725.0
174048,21844.207,20179.65,20335.0,8492.0,107.0
174049,20595.857,21375.35,20331.0,9739.0,725.0
174056,22528.537,20123.707,20314.0,9492.0,120.0
174061,20173.705,22082.52,20332.0,8696.0,110.0
174062,20153.959,22193.25,20334.0,9820.0,118.0
174072,20242.342,21919.096,20335.0,9701.0,237.0
174073,22493.227,20111.068,20325.0,8861.0,108.0
174078,21274.414,20497.527,20338.0,8672.0,725.0
174086,22062.473,20038.781,20333.0,8449.0,103.0
174087,21572.357,20295.03,20335.0,8613.0,68.0
174088,20794.328,21068.438,20336.0,8770.0,725.0
174089,21749.783,20211.334,20357.0,9667.0,725.0
174095,20629.164,21309.355,20336.0,8557.0,725.0
174103,21582.469,20264.684,20337.0,8586.0,68.0
174106,20752.244,21091.3,20336.0,9554.0,725.0
174107,22679.07,20161.36,20323.0,9578.0,120.0
174113,20573.715,21299.953,20341.0,8722.0,725.0
174118,20227.312,22045.43,20348.0,9573.0,237.0
174128,21188.582,20645.2,20345.0,8536.0,725.0
174134,20996.488,20839.842,20353.0,9643.0,725.0
174140,20824.11,21095.676,20348.0,9776.0,725.0
174146,22052.871,20150.068,20360.0,8738.0,121.0
174147,21201.863,20472.31,20355.0,9721.0,725.0
174150,21251.893,20473.922,20350.0,9874.0,725.0
174161,20930.875,20793.99,20354.0,9750.0,725.0
174169,20851.23,20956.96,20348.0,8510.0,104.0
174170,22309.693,20116.77,20342.0,8817.0,109.0
174182,20311.795,21934.074,20356.0,8854.0,110.0
174183,20847.705,21010.479,20356.0,9523.0,725.0
174186,20944.746,21912.252,20361.0,8775.0,100.0
174187,22290.102,20033.65,20374.0,9797.0,67.0
174197,20533.963,21399.852,20357.0,9539.0,725.0
174213,20985.025,20849.28,20353.0,8788.0,105.0
174226,20330.006,21935.406,20359.0,8564.0,110.0
174227,21229.639,20513.523,20362.0,8679.0,725.0
174231,21809.857,20111.393,20367.0,8528.0,107.0
174235,20449.33,21566.164,20367.0,9703.0,725.0
174239,20283.441,21807.082,20363.0,9608.0,237.0
174240,20542.332,21451.068,20366.0,9822.0,725.0
174247,21379.059,20423.807,20382.0,8623.0,725.0
174248,20651.621,21177.645,20372.0,9771.0,725.0
174265,21611.473,20327.145,20362.0,8709.0,68.0
174266,20275.613,21993.11,20369.0,9754.0,237.0
174267,20364.549,21565.176,20365.0,9891.0,111.0
174279,22382.72,20118.91,20361.0,8466.0,109.0
174282,21826.918,20153.53,20378.0,8587.0,107.0
174290,20248.6,22029.535,20374.0,9658.0,237.0
174297,22263.393,20185.715,20366.0,9571.0,112.0
174306,20123.584,22254.523,20374.0,8427.0,110.0
174311,21205.922,20588.588,20371.0,8648.0,725.0
174319,22205.182,20086.275,20376.0,8499.0,102.0
174325,21252.062,20486.898,20383.0,9555.0,725.0
174338,22311.453,20173.756,20379.0,8809.0,109.0
174345,20170.484,22247.225,20384.0,9518.0,113.0
174356,21011.564,20817.096,20387.0,8744.0,105.0
174357,20622.408,21373.629,20385.0,8789.0,725.0
174358,21179.045,20503.682,20385.0,9639.0,725.0
174369,20630.766,21317.139,20385.0,8637.0,725.0
174370,20246.82,21960.148,20388.0,9819.0,237.0
174378,21573.05,20171.701,20390.0,8565.0,114.0
174382,20691.244,21170.186,20392.0,9587.0,725.0
174394,21628.111,20244.826,20399.0,9669.0,725.0
174395,20927.396,20969.742,20386.0,9745.0,725.0
174401,20507.959,21430.521,20396.0,8473.0,725.0
174420,21935.326,20096.732,20386.0,8609.0,121.0
174425,21461.703,20377.203,20401.0,8725.0,115.0
174430,21729.725,20236.59,20401.0,9606.0,725.0
174438,20908.602,20635.371,20398.0,8513.0,116.0
174439,20119.746,22197.21,20398.0,9705.0,118.0
174450,21066.732,20887.5,20404.0,8780.0,105.0
174451,20643.492,21248.223,20386.0,9695.0,725.0
174452,20349.283,21825.688,20404.0,9838.0,237.0
174460,20644.871,21256.953,20403.0,9635.0,725.0
174482,20144.668,22157.137,20406.0,8694.0,110.0
174483,20865.012,20996.332,20405.0,9539.0,725.0
174484,21877.816,20127.285,20400.0,9783.0,725.0
174490,22357.404,20063.848,20419.0,9814.0,67.0
174498,22245.371,20120.863,20401.0,9734.0,117.0
174502,20492.459,21412.455,20410.0,8591.0,725.0
174507,22408.842,20132.033,20412.0,8658.0,109.0
174513,20124.209,22219.088,20413.0,10016.0,118.0
174528,22598.36,20113.781,20408.0,8550.0,120.0
174541,20766.537,21083.121,20423.0,9677.0,725.0
174546,20475.762,21432.053,20421.0,8620.0,725.0
174547,20636.977,21242.562,20423.0,9610.0,725.0
174558,20815.219,21059.229,20425.0,9647.0,725.0
174569,21506.44,20353.87,20422.0,8523.0,115.0
174570,20540.045,21357.15,20424.0,10035.0,119.0
174590,22693.47,20162.156,20418.0,8759.0,120.0
174591,20837.166,20936.863,20421.0,9703.0,725.0
174653,21203.154,20529.422,20446.0,9632.0,725.0
174654,20727.273,21129.871,20433.0,9743.0,725.0
174655,21205.771,20538.893,20426.0,9770.0,725.0
174659,20442.611,21542.453,20438.0,9559.0,725.0
174664,20564.62,21398.908,20450.0,9664.0,725.0
174676,22645.268,20150.541,20414.0,8709.0,120.0
174681,21979.559,20166.725,20451.0,9600.0,725.0
